customer_id,customer_name,city,state,phone,email
716,Samarth Badami,Mumbai,Maharashtra,6509631796,dbuch@example.com
717,Chaman Bassi,Lucknow,Uttar Pradesh,8603515514,sachardevika@example.net
718,Azaan Datta,Kolkata,West Bengal,06126259989,gkale@example.com
719,Onkar Ramachandran,Pune,Maharashtra,07632674180,michaelsamra@example.com
720,Eta Nair,Kolkata,West Bengal,2896456352,waida53@example.com
721,Ishaan Gandhi,Kolkata,West Bengal,09976516988,vanya52@example.com
722,Jalsa Bedi,Mumbai,Maharashtra,5659555456,tbhattacharyya@example.org
723,Amrita Dubey,Bangalore,Karnataka,06179632895,harish09@example.net
724,Sai Patla,Kolkata,West Bengal,09736510370,urvinigam@example.org
725,Balhaar Mital,Pune,Maharashtra,1870371981,balveerbasak@example.com
726,Harish Batra,Lucknow,Uttar Pradesh,09427861883,pavani30@example.net
727,Varenya Mall,Hyderabad,Telangana,+919437551744,battasimon@example.org
728,Bachittar Loke,Pune,Maharashtra,+916582389754,sudikshadeep@example.net
729,Girindra Varma,Delhi,Delhi,3204967155,bhasinsaksham@example.org
730,Tanmayi Doshi,Lucknow,Uttar Pradesh,04385992082,anthonyprabhakar@example.net
731,Madhavi Kuruvilla,Mumbai,Maharashtra,3805559314,lpatel@example.com
732,Omya Panchal,Kolkata,West Bengal,1295249929,bimalasridhar@example.org
733,Aahana Peri,Hyderabad,Telangana,03195999650,yashodhara56@example.net
734,Pooja Deol,Kolkata,West Bengal,+913237047858,abhimanyugera@example.com
735,Raksha Varkey,Mumbai,Maharashtra,+911797457329,raghav46@example.com
736,Saksham Issac,Pune,Maharashtra,1350191350,dhingrapratyush@example.org
737,Rajata Karnik,Delhi,Delhi,06032670673,haritamitra@example.org
738,Omkaar Banerjee,Lucknow,Uttar Pradesh,+918603663902,warjas27@example.org
739,Ridhi Soni,Pune,Maharashtra,+915190038872,halderjagdish@example.com
740,Girish Bhargava,Delhi,Delhi,00460876978,bahadurjit85@example.org
741,Ekaja Krish,Chennai,Tamil Nadu,07585452653,anya37@example.com
742,Yashawini Din,Kolkata,West Bengal,8727938339,fcomar@example.net
743,Kalpit Munshi,Lucknow,Uttar Pradesh,00906896751,bhasinsai@example.org
744,Gaurika Pandey,Lucknow,Uttar Pradesh,+914333524220,onibansal@example.org
745,Kashvi Sami,Delhi,Delhi,+918545662538,brijesh66@example.org
746,Ojasvi Shere,Chennai,Tamil Nadu,+915632422232,ekavirsaxena@example.com
747,Ikshita Nadkarni,Hyderabad,Telangana,+918941255433,karandhingra@example.org
748,Reyansh Oak,Bangalore,Karnataka,04749858833,bkala@example.net
749,Chaitaly Kala,Hyderabad,Telangana,+912658083736,mannanmahika@example.com
750,Vasudha Sood,Lucknow,Uttar Pradesh,06552897069,thomasbasak@example.org
751,Harini Mitra,Lucknow,Uttar Pradesh,2282310440,jvarma@example.com
752,Reva Purohit,Mumbai,Maharashtra,+919445855665,yochanasen@example.net
753,Amruta Yadav,Delhi,Delhi,+916051601446,chandanisodhi@example.org
754,Unnati Srivastava,Chennai,Tamil Nadu,08096659162,bedifalak@example.net
755,Nicholas Chacko,Bangalore,Karnataka,+911792354390,ibhat@example.org
756,Forum Sibal,Hyderabad,Telangana,00666383492,dakshesh79@example.org
757,Jackson Kunda,Delhi,Delhi,+914098630737,ojasvi06@example.org
758,Pahal Johal,Pune,Maharashtra,0625916728,agatenaveen@example.com
759,Caleb Shroff,Mumbai,Maharashtra,5213714648,kissac@example.com
760,Udyati Gara,Chennai,Tamil Nadu,03234289666,manannair@example.com
761,Zaid Lalla,Mumbai,Maharashtra,+914475156421,chopraadvay@example.com
762,Aishani Anne,Lucknow,Uttar Pradesh,7109570390,ranganathanyatan@example.com
763,Bina Sarma,Mumbai,Maharashtra,08776347972,aarnavgole@example.org
764,Falan Puri,Bangalore,Karnataka,01987941387,ekbalkant@example.net
765,Meera Chakraborty,Lucknow,Uttar Pradesh,09007736562,nidhiaggarwal@example.net
766,Daksha Sani,Hyderabad,Telangana,+912759707430,farhanmand@example.org
767,Aachal Sundaram,Hyderabad,Telangana,8731227632,veerkade@example.net
768,Tanish Chad,Pune,Maharashtra,8857377010,paigaurangi@example.com
769,Ekaraj Shankar,Lucknow,Uttar Pradesh,+911014283779,om60@example.org
770,Caleb Sidhu,Lucknow,Uttar Pradesh,1137904439,sachdevwakeeta@example.com
771,Rishi Baral,Chennai,Tamil Nadu,1596602260,pushtimenon@example.org
772,Ayaan Balakrishnan,Lucknow,Uttar Pradesh,+918164138601,guhaakshay@example.com
773,Shivansh Mand,Bangalore,Karnataka,+919969028254,yashicachokshi@example.org
774,Krishna Ray,Pune,Maharashtra,+915876605001,pooja16@example.org
775,Mekhala Palan,Chennai,Tamil Nadu,+919481703296,ekiya59@example.net
776,Rajata Bala,Bangalore,Karnataka,8077552887,rishichana@example.org
777,Daniel Sethi,Mumbai,Maharashtra,05998219106,utak@example.org
778,Damyanti Chadha,Hyderabad,Telangana,4487965632,nsura@example.com
779,Balhaar Bassi,Pune,Maharashtra,1564076529,bmurthy@example.org
780,Bahadurjit Jain,Kolkata,West Bengal,06106746574,tripti61@example.net
781,Vedant Cherian,Hyderabad,Telangana,+916272083570,shivanshsankaran@example.net
782,Xalak Johal,Delhi,Delhi,8863165456,kalegaurangi@example.org
783,Varsha Khare,Hyderabad,Telangana,+918370997697,bakhshi61@example.net
784,Keya Dora,Hyderabad,Telangana,+912919072905,mekhalabalasubramanian@example.net
785,Logan Mitter,Lucknow,Uttar Pradesh,+913517372704,csharma@example.com
786,Nidra Mani,Bangalore,Karnataka,01606956029,smodi@example.org
787,Urmi Luthra,Lucknow,Uttar Pradesh,+915265736794,rattideepa@example.com
788,Chaaya Iyengar,Lucknow,Uttar Pradesh,+917636893274,upasnabuch@example.com
789,Chanchal Dash,Kolkata,West Bengal,01603024124,bsane@example.net
790,Januja Hayer,Kolkata,West Bengal,5914600573,fkalita@example.org
791,Dhriti Saxena,Pune,Maharashtra,+919634413100,nathbalendra@example.com
792,Theodore Sangha,Lucknow,Uttar Pradesh,6963264012,nidhi62@example.org
793,Mekhala Mishra,Kolkata,West Bengal,+914735189026,epandya@example.com
794,Laban Tata,Chennai,Tamil Nadu,+916206438065,shankervamakshi@example.com
795,Gavin Ravel,Chennai,Tamil Nadu,6827540474,idoctor@example.org
796,Yadavi Chaudhari,Pune,Maharashtra,3868181918,wardamurthy@example.com
797,Laban Dani,Chennai,Tamil Nadu,03891165955,mayabajwa@example.com
798,Gayathri Gopal,Pune,Maharashtra,+917817122649,gademason@example.net
799,Ekanta Parmer,Delhi,Delhi,4325955746,bhavnamanne@example.net
800,Yauvani Patel,Kolkata,West Bengal,+910362201239,ngokhale@example.com
801,Kabir Seth,Lucknow,Uttar Pradesh,9058763633,uvenkatesh@example.com
802,Thomas Chandra,Pune,Maharashtra,07386900559,jonathan64@example.net
803,Chaman Bansal,Pune,Maharashtra,2457219928,anikajha@example.com
804,Oscar Goel,Bangalore,Karnataka,+911679912585,varenyadar@example.com
805,Devika Lal,Lucknow,Uttar Pradesh,+915386879115,matthewdara@example.com
806,Qarin Balan,Delhi,Delhi,+911856005529,duttakai@example.com
807,Chanakya Shanker,Bangalore,Karnataka,02763008558,rtalwar@example.com
808,Chandran Sachdeva,Kolkata,West Bengal,05988537767,sankarbhavini@example.com
809,Tanveer Ray,Mumbai,Maharashtra,+917686069286,sathvikwadhwa@example.net
810,Upma Palan,Lucknow,Uttar Pradesh,01953487147,tristan25@example.net
811,Hemani Bhattacharyya,Mumbai,Maharashtra,3288131201,fshere@example.net
812,Ranbir Apte,Lucknow,Uttar Pradesh,09666153054,fsibal@example.com
813,Watika Om,Delhi,Delhi,07510038551,cparmar@example.org
814,Saanvi Chowdhury,Bangalore,Karnataka,06428636009,patrickmohan@example.com
815,Anmol Sridhar,Pune,Maharashtra,+912899513432,aroraupasna@example.org
816,Yauvani Pal,Bangalore,Karnataka,9241226911,talwarayush@example.com
817,Maanav Golla,Mumbai,Maharashtra,5645283634,idika33@example.com
818,Osha Dar,Lucknow,Uttar Pradesh,+916317234653,ronithapte@example.net
819,Parth Issac,Hyderabad,Telangana,09696090044,kamya84@example.net
820,Vedika Kohli,Kolkata,West Bengal,7481550685,pdada@example.com
821,Hamsini Pal,Pune,Maharashtra,6038398177,ishan@example.net
822,Indali Hayer,Mumbai,Maharashtra,+914998368423,hayerryan@example.net
823,Owen Deshpande,Kolkata,West Bengal,+916109571820,jairama@example.com
824,Victor Goda,Pune,Maharashtra,03249355503,bhatnagartanish@example.org
825,Nimrat Zacharia,Kolkata,West Bengal,6339207360,faqidsani@example.org
826,Samarth Om,Lucknow,Uttar Pradesh,03736555613,kvarghese@example.net
827,Harita Modi,Delhi,Delhi,+917041201879,thomas97@example.org
828,Neha Rao,Mumbai,Maharashtra,04284838227,biswaschaman@example.org
829,Panini Majumdar,Chennai,Tamil Nadu,6475870080,wriddhishdeo@example.org
830,Harish Dhar,Hyderabad,Telangana,1378937494,doctorindira@example.com
831,Meera Wagle,Chennai,Tamil Nadu,03091198296,vsunder@example.org
832,Nitesh Palan,Mumbai,Maharashtra,0494340019,echowdhury@example.org
833,Omya Khare,Pune,Maharashtra,+914556397839,bhavinibanik@example.com
834,Barkha Som,Mumbai,Maharashtra,8949178562,pandyaomisha@example.net
835,Leela Dayal,Mumbai,Maharashtra,08914510242,rameshkrishna@example.com
836,Kashish Deep,Lucknow,Uttar Pradesh,0952292179,shuklameera@example.net
837,Adya Madan,Bangalore,Karnataka,1556907465,ushanker@example.net
838,Bhavika Varghese,Hyderabad,Telangana,06101528840,dhritidesai@example.com
839,Krish Vig,Delhi,Delhi,06382604227,idikamanda@example.org
840,Amaira Gour,Delhi,Delhi,04165071583,upmagokhale@example.com
841,Garima Borra,Kolkata,West Bengal,+918576639769,barkhacherian@example.org
842,Sai Hegde,Delhi,Delhi,+919003578100,anitasingh@example.net
843,Christopher Walla,Hyderabad,Telangana,+919292328602,lkaran@example.net
844,Umang Singhal,Kolkata,West Bengal,+912524519874,bhavani98@example.com
845,Mohini Kamdar,Kolkata,West Bengal,+918360270449,peridev@example.net
846,Advika Bansal,Pune,Maharashtra,02981443143,vincentgara@example.net
847,Rachit Wali,Bangalore,Karnataka,02967843171,chaitaly85@example.org
848,Anjali Dasgupta,Chennai,Tamil Nadu,00523131860,manbir35@example.com
849,Yatan Mitter,Pune,Maharashtra,+917059142359,mitalibhalla@example.com
850,Imaran Mittal,Bangalore,Karnataka,2366922627,rratti@example.net
851,Harshil Kohli,Bangalore,Karnataka,04169134554,watikachand@example.net
852,Pranav Anne,Bangalore,Karnataka,1912593448,harifariq@example.net
853,Nimrat Bal,Mumbai,Maharashtra,8611971590,nbhandari@example.net
854,Anirudh Bansal,Pune,Maharashtra,+910731846399,eta86@example.org
855,Jyoti Dube,Chennai,Tamil Nadu,+916869233299,niharika32@example.org
856,Wridesh Choudhry,Lucknow,Uttar Pradesh,1540683708,divyakhatri@example.com
857,Amaira Morar,Bangalore,Karnataka,4464230707,vvarma@example.org
858,Teerth Nagar,Chennai,Tamil Nadu,09913435141,eiravatinigam@example.net
859,Yashawini Mand,Lucknow,Uttar Pradesh,7175172256,hemanibassi@example.com
860,Aadi Halder,Hyderabad,Telangana,8156798936,dassaarna@example.net
861,Bimala Bumb,Lucknow,Uttar Pradesh,+910847763912,chakrikadevan@example.net
862,Unnati Nazareth,Hyderabad,Telangana,01514164295,madhav77@example.net
863,Mohammed Dhingra,Delhi,Delhi,2776078368,darikadara@example.net
864,Abhiram Mutti,Lucknow,Uttar Pradesh,05813970426,warjas71@example.net
865,Oviya Dayal,Hyderabad,Telangana,+919978315185,omya22@example.org
866,Vedant Keer,Bangalore,Karnataka,1721072085,bchopra@example.org
867,Garima Chhabra,Mumbai,Maharashtra,+911725557162,nirjamishra@example.com
868,Gautami Chokshi,Lucknow,Uttar Pradesh,+919937778057,maanav78@example.net
869,Samuel Grewal,Kolkata,West Bengal,+919282257429,degarima@example.com
870,Triya Memon,Hyderabad,Telangana,8738339939,balayjack@example.com
871,Vasudha Nori,Pune,Maharashtra,+912967181054,utkarsh01@example.com
872,Tanay Khosla,Hyderabad,Telangana,03627560038,tsarraf@example.net
873,Nisha Swaminathan,Lucknow,Uttar Pradesh,+917532604646,sainidayamai@example.net
874,Rachit Dutta,Hyderabad,Telangana,+916325191963,kpalan@example.org
875,Zaitra Koshy,Chennai,Tamil Nadu,+913544831395,keyachacko@example.net
876,Daksha Sharma,Pune,Maharashtra,1326256485,gourrachana@example.net
877,Yashica Rama,Lucknow,Uttar Pradesh,09884280094,watikakala@example.org
878,Chakrika Chakrabarti,Mumbai,Maharashtra,03110246821,choprafaras@example.org
879,Dev Gopal,Chennai,Tamil Nadu,06391778161,jacob56@example.net
880,Warda Bava,Pune,Maharashtra,04884815651,alexanderdani@example.com
881,Manya Jain,Kolkata,West Bengal,3510392475,hapte@example.net
882,Nidra Garg,Hyderabad,Telangana,6669988155,shivansh36@example.net
883,Faras Chawla,Hyderabad,Telangana,4310192514,pganguly@example.net
884,Ishita Sehgal,Delhi,Delhi,06420583314,zchoudhry@example.com
885,Adweta Gole,Pune,Maharashtra,+911174705884,kavyaseshadri@example.net
886,Azaan Mall,Hyderabad,Telangana,+914973794473,binakar@example.org
887,Tarak Dugar,Delhi,Delhi,06153183927,peter51@example.com
888,Qadim Gara,Delhi,Delhi,08972361879,dhaliwalgeetika@example.net
889,Yashawini Aggarwal,Lucknow,Uttar Pradesh,6482699405,gbath@example.net
890,William Contractor,Hyderabad,Telangana,0806080163,manthanseth@example.com
891,Henry Mistry,Chennai,Tamil Nadu,6416088326,nitara45@example.org
892,Rachana Rama,Kolkata,West Bengal,07990726478,balveermukhopadhyay@example.org
893,Hardik Ganesan,Chennai,Tamil Nadu,09267630555,nandinipalla@example.org
894,Rehaan Deol,Chennai,Tamil Nadu,+912914313504,kandachaman@example.net
895,Ishwar Narang,Hyderabad,Telangana,02548949475,ishaan91@example.com
896,Hardik Mittal,Bangalore,Karnataka,02805813955,andrewsaini@example.org
897,Harita Pau,Mumbai,Maharashtra,4560882248,prakashnaksh@example.com
898,Jagvi Chaudhari,Delhi,Delhi,5973967683,wpingle@example.org
899,Naksh Walla,Hyderabad,Telangana,+914167374135,ekani92@example.org
900,Wriddhish Uppal,Lucknow,Uttar Pradesh,+918412709941,frederickmadan@example.com
901,Zilmil Pant,Delhi,Delhi,3403093620,chandresh00@example.org
902,Aarna Parmar,Kolkata,West Bengal,+914998313272,baljiwan74@example.net
903,Mitesh Gandhi,Bangalore,Karnataka,02772025790,bailjackson@example.com
904,Hredhaan Patla,Mumbai,Maharashtra,+911139206464,meeraoza@example.net
905,William Baria,Hyderabad,Telangana,07106491072,tarak10@example.com
906,Nathaniel Sandal,Kolkata,West Bengal,+917056518631,amblemanan@example.net
907,Hiral Kara,Pune,Maharashtra,08367541183,henry31@example.org
908,Geetika Lalla,Bangalore,Karnataka,07719608322,balayaarini@example.com
909,Kashvi Kunda,Chennai,Tamil Nadu,05790755146,deybhanumati@example.com
910,Yagnesh Sanghvi,Bangalore,Karnataka,09007081155,mpalan@example.net
911,Ekapad Kaur,Kolkata,West Bengal,+912727395715,auroravasatika@example.net
912,Abhimanyu Manne,Hyderabad,Telangana,3650139418,chandran18@example.net
913,Ishani Divan,Bangalore,Karnataka,+917974751131,bishakhapatel@example.net
914,Yashica Butala,Hyderabad,Telangana,6510125129,falanprashad@example.net
915,Dayita Dhillon,Lucknow,Uttar Pradesh,08604784807,advikmane@example.com
916,Anika Bajwa,Hyderabad,Telangana,+914660834557,pallaeesha@example.org
917,Indrajit Andra,Kolkata,West Bengal,5111633701,ydhar@example.com
918,Yashica Subramanian,Mumbai,Maharashtra,7287703305,ebanerjee@example.org
919,Hemangini Sarna,Lucknow,Uttar Pradesh,7373497073,upasnadey@example.net
920,Ishita Sunder,Mumbai,Maharashtra,04426420383,saranagar@example.com
921,Ronith Varughese,Bangalore,Karnataka,01052707401,rajagopalannisha@example.com
922,Maanav Chander,Chennai,Tamil Nadu,+910445665277,anay84@example.org
923,Ria Basak,Pune,Maharashtra,6754114148,comarlibni@example.com
924,Hiral Bail,Kolkata,West Bengal,05300258148,utkarsh25@example.com
925,Chatresh Lala,Mumbai,Maharashtra,2635742912,sanya58@example.com
926,Rayaan Soman,Pune,Maharashtra,4243941330,deolvinaya@example.net
927,David Arya,Delhi,Delhi,5175667293,isarma@example.com
928,Fiyaz Yogi,Hyderabad,Telangana,05636620641,anamika37@example.org
929,Qabil Loyal,Mumbai,Maharashtra,01125461320,balveer05@example.org
930,Madhavi Dua,Lucknow,Uttar Pradesh,07230652736,boseyauvani@example.org
931,Lakshit Deo,Kolkata,West Bengal,04714613084,routdiya@example.net
932,Praneel Padmanabhan,Hyderabad,Telangana,01828233277,gkoshy@example.org
933,Siddharth Aurora,Pune,Maharashtra,06935832632,mahajantristan@example.org
934,Pooja Chandra,Kolkata,West Bengal,5569718862,ganesheiravati@example.com
935,Joshua Mannan,Mumbai,Maharashtra,09024457640,benjaminsom@example.org
936,Ekta Sahota,Chennai,Tamil Nadu,04041249461,baraldalaja@example.org
937,Girish Merchant,Lucknow,Uttar Pradesh,04355642314,prishabadal@example.net
938,Damini Hayer,Delhi,Delhi,4979015170,nadkarniveda@example.org
939,Ansh Shankar,Kolkata,West Bengal,07303927046,jackson49@example.org
940,Radhika Bail,Chennai,Tamil Nadu,9942894625,vrama@example.net
941,Nathan Bhalla,Mumbai,Maharashtra,1203758372,sandaloeshi@example.org
942,Ganga Raja,Lucknow,Uttar Pradesh,01392509139,tandonsimon@example.com
943,Ayaan Rajan,Hyderabad,Telangana,+912626215604,basakdhruv@example.com
944,Prisha Mammen,Pune,Maharashtra,9552503709,yashawini19@example.net
945,Panini Kunda,Mumbai,Maharashtra,4248210276,balaekta@example.org
946,Ikshita Kara,Bangalore,Karnataka,8527562960,ikamdar@example.com
947,Sarthak Chaudhary,Delhi,Delhi,+911626182754,balvandugar@example.org
948,Ekani Bhagat,Delhi,Delhi,+911474842946,wsane@example.org
949,Aishani Gara,Hyderabad,Telangana,+917819506002,faqid01@example.net
950,Rayaan Mander,Lucknow,Uttar Pradesh,05910784172,lganesh@example.com
951,Faris Din,Mumbai,Maharashtra,4497496951,mohinichauhan@example.net
952,Peter Prashad,Mumbai,Maharashtra,+915454098499,veda19@example.net
953,Brijesh Sibal,Chennai,Tamil Nadu,+919398816652,abdul16@example.org
954,Ansh Chowdhury,Bangalore,Karnataka,+911904949372,ybrar@example.com
955,Sneha Raj,Pune,Maharashtra,5739716885,gerajyoti@example.net
956,Zashil Madan,Lucknow,Uttar Pradesh,1966312184,kray@example.net
957,Faris Gokhale,Kolkata,West Bengal,+915295566316,thakkartanish@example.org
958,Geetika Bhavsar,Pune,Maharashtra,0379747623,chaudhryprisha@example.net
959,Gaurang Ganesh,Bangalore,Karnataka,7807718360,ravelsachi@example.org
960,Adweta Khurana,Pune,Maharashtra,02582190642,vrindavarma@example.net
961,Nandini Mukherjee,Mumbai,Maharashtra,3284576374,bhavinisami@example.com
962,Yasti Ghose,Lucknow,Uttar Pradesh,+916629127291,onidora@example.net
963,Andrew Solanki,Pune,Maharashtra,+915077846704,ogrover@example.net
964,Arunima Setty,Hyderabad,Telangana,00904171843,naidunicholas@example.net
965,Eesha Goyal,Delhi,Delhi,1481861253,zdada@example.net
966,Mohini Sarkar,Kolkata,West Bengal,4977900779,manthan06@example.com
967,Vasana Rajagopal,Chennai,Tamil Nadu,+911160816071,ayushmandhar@example.org
968,Wishi Walla,Lucknow,Uttar Pradesh,00224188789,yastisani@example.com
969,Liam Issac,Lucknow,Uttar Pradesh,08735955418,nayarshivani@example.com
970,Eesha Dass,Chennai,Tamil Nadu,6128248584,nidhirai@example.org
971,Chavvi Dasgupta,Kolkata,West Bengal,+919382965598,malhotratriveni@example.com
972,Farhan Majumdar,Mumbai,Maharashtra,6624448020,hchaudry@example.com
973,Yashasvi Krishnan,Kolkata,West Bengal,1802315622,yoshita05@example.com
974,Darika Jain,Kolkata,West Bengal,06250327170,ikbalmitra@example.net
975,Dhruv Nanda,Delhi,Delhi,04255303662,edwinguneet@example.org
976,Wyatt Wadhwa,Pune,Maharashtra,+919246420451,tanmayi72@example.com
977,Nitesh Edwin,Hyderabad,Telangana,+910758978256,yashlad@example.org
978,Tanish Mahajan,Chennai,Tamil Nadu,06294584662,wishipatel@example.com
979,Wakeeta Babu,Mumbai,Maharashtra,2249592939,banikmitali@example.net
980,Ryan Balasubramanian,Lucknow,Uttar Pradesh,+910975456136,omjanaki@example.net
981,Mitali Dara,Mumbai,Maharashtra,+910500808724,pushti25@example.org
982,Banjeet Dutta,Chennai,Tamil Nadu,04839067003,asridhar@example.org
983,Kashvi Goel,Delhi,Delhi,2951293062,harishpalla@example.com
984,Ekaraj Saha,Delhi,Delhi,+912078755095,paudalaja@example.net
985,Hema Bhatnagar,Kolkata,West Bengal,5906999938,wazirdani@example.net
986,Ishanvi Yohannan,Chennai,Tamil Nadu,0834984316,devika64@example.com
987,Hiral Toor,Bangalore,Karnataka,+918854037680,eiravatidevan@example.org
988,Onveer Rout,Chennai,Tamil Nadu,4299650975,kavya90@example.net
989,Amara Kulkarni,Mumbai,Maharashtra,00958232877,vedhika10@example.com
990,Zehaan Raval,Chennai,Tamil Nadu,2291728212,sethibishakha@example.org
991,Amara Chacko,Chennai,Tamil Nadu,01410529301,kurianakshay@example.com
992,Udyati Chad,Chennai,Tamil Nadu,+914164948492,samesh77@example.com
993,Lipika Bedi,Kolkata,West Bengal,05557851437,naksh83@example.org
994,Tanmayi Chakrabarti,Bangalore,Karnataka,1287590029,yahvi07@example.com
995,Warda Shere,Delhi,Delhi,+914500030919,farisbawa@example.net
996,Oviya Bhattacharyya,Hyderabad,Telangana,+913352153142,chamandasgupta@example.com
997,Max Peri,Bangalore,Karnataka,08367486920,sethdeepa@example.com
998,Naveen Agate,Bangalore,Karnataka,4952372465,iyerkrisha@example.com
999,Charles Krishnamurthy,Hyderabad,Telangana,05367563271,ishanvi08@example.com
1000,Aarush Narang,Bangalore,Karnataka,1666862913,oakarin@example.com
